"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HMTV","Hemisphere Media Group, Inc.","14.03","$560.88M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","10.4","$77.96M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp. IV","10.2","$382.69M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. IV","10.865","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. IV","0.925","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","66.2","$9.71B","1995","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hsic",
"HEPA","Hepion Pharmaceuticals, Inc.","5.58","$19.27M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hepa",
"HTBK","Heritage Commerce Corp","12.59","$745.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","27.765","$1.02B","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hfwa",
"HCCI","Heritage-Crystal Clean, Inc.","29.85","$692.1M","2008","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","40.47","$2.39B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","21.34","$1.92B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","96.46","$755.12M","1997","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/hska",
"HX","Hexindai Inc.","0.7725","$37.61M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hx",
"HFFG","HF Foods Group Inc.","18.62","$970.94M","2017","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/hffg",
"HIBB","Hibbett Sports, Inc.","25.2","$436.83M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hibb",
"SNLN","Highland/iBoxx Senior Loan ETF","17.585","$344.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snln",
"HIHO","Highway Holdings Limited","1.76","$6.69M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","4.09","$704.07M","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","210.3","$448.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hifs",
"HQI","HireQuest, Inc.","6.75","$91M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hqi",
"HCCH","HL Acquisitions Corp.","10.34","$72M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcch",
"HCCHR","HL Acquisitions Corp.","0.443","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchr",
"HCCHU","HL Acquisitions Corp.","10.73","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchu",
"HCCHW","HL Acquisitions Corp.","0.35","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchw",
"HMNF","HMN Financial, Inc.","21","$101.72M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","30.49","$2.69B","1992","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","16.355","$986.9M","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","53.275","$14.29B","1990","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","38.3","$355.26M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","19.48","$3.25B","2006","Finance","Major Banks","https://old.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","35.5","$63.68M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","33.19","$810.19M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","26.71","$473.96M","2012","Finance","Savings Institutions","https://old.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","17.83","$785.14M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fixx",
"HOFT","Hooker Furniture Corporation","23.9","$282.94M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hoft",
"HOOK","HOOKIPA Pharma Inc.","11.26","$286.1M","1995","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hook",
"HOPE","Hope Bancorp, Inc.","14.58","$1.85B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hope",
"HBNC","Horizon Bancorp, Inc.","18.515","$832.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbnc",
"HRZN","Horizon Technology Finance Corporation","13.24","$192.92M","2010","n/a","n/a","https://old.nasdaq.com/symbol/hrzn",
"HZNP","Horizon Therapeutics Public Limited Company","36.28","$6.8B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hznp",
"TWNK","Hostess Brands, Inc.","14.12","$1.84B","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.67","n/a","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnkw",
"HOTH","Hoth Therapeutics, Inc.","5.19","$52.52M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hoth",
"HMHC","Houghton Mifflin Harcourt Company","5.81","$722.36M","2013","Consumer Services","Books","https://old.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","4.07","$66.75M","2006","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","5.35","$26.75M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","16.96","$323.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","0.7071","$41.04M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/htgm",
"HTHT","Huazhu Group Limited","39.86","$11.73B","2010","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/htht",
"HUBG","Hub Group, Inc.","52.72","$1.79B","1996","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","12","$35.27M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","0.78","$33.25M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/hdsn",
"HHT","Huitao Technology Co., Ltd.","1.48","$11.21M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/hht",
"HBAN","Huntington Bancshares Incorporated","14.56","$15.04B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","26.39","$2.64M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","26.2","$20.87B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbano",
"HURC","Hurco Companies, Inc.","33.1","$224.09M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","68.76","$1.58B","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","26.35","$3.51B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","1.62","$42.99M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","17.0436","$38.67M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/hvbc",
"HYRE","HyreCar Inc.","3.08","$50.47M","2018","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/hyre",
"IIIV","i3 Verticals, Inc.","30.02","$822.67M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/iiiv",
"IAC","IAC/InterActiveCorp","260.18","$22.01B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/iac",
"IBKC","IBERIABANK Corporation","73.37","$3.83B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkc",
"IBKCN","IBERIABANK Corporation","26.68","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkcn",
"IBKCO","IBERIABANK Corporation","28.3751","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","28.8993","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkcp",
"IBEX","IBEX Holdings Limited","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibex",
"ICAD","icad inc.","9","$174.23M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","64.86","$13.46B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","13.9149","$45.91M","2017","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","93.05","$1.75B","2006","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","31.34","$704.99M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","3.24","$185.23M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","167.67","$8.99B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","1.54","$18.07M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","187.15","$3.87B","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","2.44","$5.12M","2013","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ipwr",
"IDEX","Ideanomics, Inc.","0.7444","$102.47M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/idex",
"IDYA","IDEAYA Biosciences, Inc.","8.62","$175.25M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/idya",
"INVE","Identiv, Inc.","6.95","$117.4M","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.825","$52.69M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","277.94","$23.84B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/idxx",
"IEC","IEC Electronics Corp.","9.33","$97.96M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/iec",
"IESC","IES Holdings, Inc.","26.02","$550.54M","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","22.96","$74.98M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","0.45","$8.26M","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ifmk",
"IGMS","IGM Biosciences, Inc.","34.29","$1.05B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/igms",
"IHRT","iHeartMedia, Inc.","17.28","$1.11B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/ihrt",
"INFO","IHS Markit Ltd.","78.19","$31.35B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","37.02","$3.36B","1987","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/iivi",
"IKNX","Ikonics Corporation","5.8","$11.46M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","334.6","$49.19B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/ilmn",
"IMAC","IMAC Holdings, Inc.","1.58","$13.51M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imac",
"IMACW","IMAC Holdings, Inc.","0.2601","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imacw",
"ISNS","Image Sensing Systems, Inc.","5.42","$28.81M","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/isns",
"IMBI","iMedia Brands, Inc.","3.58","$29.38M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/imbi",
"IMMR","Immersion Corporation","7.65","$243.24M","1999","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","5.06","$36.48M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/iccc",
"IMUX","Immunic, Inc. ","8.8465","$89.5M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imux",
"IMGN","ImmunoGen, Inc.","4.87","$729.02M","1989","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","20.07","$4.26B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/immu",
"IMVT","Immunovant, Inc. ","16.32","$234.6M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/imvt",
"IMVTU","Immunovant, Inc. ","19.01","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/imvtu",
"IMVTW","Immunovant, Inc. ","2.3","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/imvtw",
"IMRN","Immuron Limited","3.7","$16.35M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","0.5","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1.89","$64.48M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/immp",
"PI","Impinj, Inc.","28.28","$625.79M","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi",
"IMV","IMV Inc.","3.26","$165.06M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imv",
"INCY","Incyte Corporation","77.95","$16.79B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","81.51","$2.8B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","22.35","$502.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","55.93","$2.4B","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/ibtx",
"ILPT","Industrial Logistics Properties Trust","22.01","$1.43B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ilpt",
"INFN","Infinera Corporation","7.97","$1.44B","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.19","$67.86M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/infi",
"IFRX","InflaRx N.V.","4.02","$104.94M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","2.65","$125.97M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","3.33","$74.1M","2016","Finance","Business Services","https://old.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.05","n/a","2016","Finance","Business Services","https://old.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","44.96","$910.88M","1987","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/imkta",
"INMD","INMODE LTD.","41.23","$1.32B","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/inmd",
"INMB","INmune Bio Inc.","5.7362","$61.78M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inmb",
"IPHA","Innate Pharma S.A.","6.85","$538.01M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ipha",
"INWK","InnerWorkings, Inc.","5.61","$292.46M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.1897","$30.3M","1993","Technology","EDP Services","https://old.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","31.93","$628.73M","2006","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","102.04","$2.5B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iosp",
"INNT","Innovate Biopharmaceuticals, Inc.","0.6382","$22.9M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/innt",
"ISSC","Innovative Solutions and Support, Inc.","5.7","$96.38M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","13.97","$1.41B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","63.22","$1.39B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","19.16","$2.97B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","3.1","$310.03M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ino",
"INPX","Inpixon ","5.15","$20.63M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","7.53","$605.12M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","72.61","$2.56B","1995","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","0.77","$9.3M","1991","Consumer Services","Advertising","https://old.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","25.81","$2.31B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","6.71","$148.92M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","21.4","$412.18M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","180.68","$11.17B","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/podd",
"INSU","Insurance Acquisition Corp.","10.05","$207.57M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insu",
"INSUU","Insurance Acquisition Corp.","10.6","$142.31M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuu",
"INSUW","Insurance Acquisition Corp.","1.19","$9.22M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuw",
"NTEC","Intec Pharma Ltd.","0.5","$17.82M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","58.34","$5.01B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/iart",
"IMTE","Integrated Media Technology Limited","9.094","$30.71M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","59.3","$257.96B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","15.32","$748.88M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ntla",
"IPAR","Inter Parfums, Inc.","71.97","$2.26B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","48.61","$20.19B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","117.54","$3.85B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","55.54","$1.73B","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","16.07","$938.79M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tile",
"INAP","Internap Corporation","1.05","$27.95M","1999","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","43.33","$2.82B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/iboc",
"IMXI","International Money Express, Inc.","12.02","$456.85M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/imxi",
"IDXG","Interpace Biosciences, Inc.","0.6295","$24.04M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","24.85","$783.15M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xent",
"IPLDP","Interstate Power and Light Company","25.6203","$204.96M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ipldp",
"IVAC","Intevac, Inc.","7.1","$164.95M","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","49.41","$944.25M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","25.43","$1.41B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itci",
"XON","Intrexon Corporation","6.3","$1.02B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/xon",
"IIN","IntriCon Corporation","17.66","$155.04M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","274.9","$71.56B","1993","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","585.79","$67.7B","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/isrg",
"PLW","Invesco 1-30 Laddered Treasury ETF","34.72","$123.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plw",
"ADRA","Invesco BLDRS Asia 50 ADR Index Fund","35.242","$19.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adra",
"ADRD","Invesco BLDRS Developed Markets 100 ADR Index Fund","22.5865","$31.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adrd",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","45.295","$147.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adre",
"ADRU","Invesco BLDRS Europe Select ADR Index Fund","21.97","$9.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adru",
"BSCK","Invesco BulletShares 2020 Corporate Bond ETF","21.29","$1.8B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsck",
"BSJK","Invesco BulletShares 2020 High Yield Corporate Bond ETF","23.91","$1.16B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjk",
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","21.27","$1.8B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscl",
"BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","24.78","$1.03B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjl",
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","25.13","$10.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsml",
"BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","25.62","$10.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsae",
"BSCM","Invesco BulletShares 2022 Corporate Bond ETF","21.51","$1.63B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscm",
"BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","24.54","$692.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjm",
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","25.135","$10.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmm",
"BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","26.055","$10.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsbe",
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","21.33","$1.05B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscn",
"BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","26.225","$333.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjn",
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","25.18","$10.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmn",
"BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","26.25","$10.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsce",
"BSCO","Invesco BulletShares 2024 Corporate Bond ETF","21.495","$838.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsco",
"BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","25.48","$147.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjo",
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","25.205","$10.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmo",
"BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","26.645","$10.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsde",
"BSCP","Invesco BulletShares 2025 Corporate Bond ETF","21.4884","$406.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscp",
"BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","24.87","$94.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjp",
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","25.245","$10.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmp",
"BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","20.58","$175.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscq",
"BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","26.24","$47.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjq",
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","25.195","$10.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmq",
